"Name of Satellite, Alternate Names",Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Longitude of GEO (degrees),Perigee,Apogee,Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Year of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle
Dove 3p-24 (0 Flock 3P-24 1026),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,507,8.00E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-25 (0 Flock 3P-25 102F),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,507,8.00E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-26 (0 Flock 3P-26 102D),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,507,8.00E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-27 (0 Flock 3P-27 1030),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,507,8.00E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-28 (0 Flock 3P-28 102C),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,507,8.00E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-29 (0 Flock 3P-29 1033),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,508,8.73E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p'-3  (0 Flock 3p'3 1105),NR (5/18),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,501,4.37E-04,97.5,94.5,3,1/11/2018,2018,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-3 (0 Flock 3P-3 1002),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,506,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-30 (0 Flock 3P-30 102E),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,505,6.55E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-31 (0 Flock 3P-31 1032),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,506,8.73E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-32 (0 Flock 3P-32 1035),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,506,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-33 (0 Flock 3P-33 103C),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,505,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-34 (0 Flock 3P-34 103B),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,505,6.55E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-35 (0 Flock 3P-35 103D),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,505,6.55E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-36 (0 Flock 3P-36 103A),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,505,6.55E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-37 (0 Flock 3P-37 1037),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,497,497,0.00E+00,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-38 (0 Flock 3P-38 1036),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,504,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-39 (0 Flock 3P-39 103E,NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,502,5.82E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-4 (0 Flock 3P-4 1003),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,507,8.00E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p'-4 (0 Flock 3p'4 1107),NR (5/18),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,492,504,8.74E-04,97.5,94.5,3,1/11/2018,2018,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-40 (0 Flock 3P-40 1039),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,502,5.82E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-41 (0 Flock 3P-41 1031),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,405,503,7.18E-03,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-42 (0 Flock 3P-42 101E),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,504,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-43 (0 Flock 3P-43 1041),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,503,5.82E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-44 (0 Flock 3P-44 1019),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,504,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-45 (0 Flock 3P-45 101A),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,503,5.82E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-46 (0 Flock 3P-46 1011),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,504,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-47 (0 Flock 3P-47 1027),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,504,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-48 (0 Flock 3P-48 1042),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,503,5.82E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-49 (0 Flock 3P-49 1038),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,505,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-5 (0 Flock 3P-5 0F18),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,506,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-50 (0 Flock 3P-50 1034),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,505,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-51 (0 Flock 3P-51 1006),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,504,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-52 (0 Flock 3P-52 1044),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,505,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-53 (0 Flock 3P-53 1007),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,503,5.82E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-54  (0 Flock 3P-54 1005),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,502,5.82E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-55 (0 Flock 3P-55 1008),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,502,5.82E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-56  (0 Flock 3P-46 100F),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,502,5.82E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-57 (0 Flock 3P-57 1014),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,506,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-58 (0 Flock 3P-58 1009),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,506,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-59 (0  Flock 3P-59 1045),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,506,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-6 (0 Flock 3P-6 0F35),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,506,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-60 (0 Flock 3P-60 101B),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,506,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-61 (0 Flock 3P-61 1012),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,504,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-62 (0 Flock 3P-62 1046),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,504,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-63 (0 Flock 3P-63 1015),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,502,5.82E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-64 (0 Flock 3P-64  100A),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,504,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-65 (0 Flock 3P-65 1040),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,505,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-66 (0 Flock 3P-66 1013),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,503,5.82E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-67 (0 Flock 3P-67 1017),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,505,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-68 (0 Flock 3P-68 1004),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,505,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-69 (0 Flock 3P-69 0F43),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,506,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-7 (0 Flock 3P-7 100B),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,506,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-70 (0 Flock 3P-70 0F15),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,506,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-71 (0 Flock 3P-71 0F11),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,506,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-72 (0 Flock 3P-72 0F11),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,506,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-73 (0 Flock 3P-73  0F1B),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,505,6.55E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-74 (0 Flock 3P-74 0F22),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,506,8.73E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-75  (0 Flock 3P-75 0F12),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,506,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-76 (0 Flock 3P-76 0F17),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,506,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-77 (0 Flock 3P-77 0F28),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,506,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-78  (0 Flock 3P-78 0F51),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,507,9.46E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-79 (0 Flock 3P-79 0F52),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,505,6.55E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-8  (0 Flock 3P-8  100C),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,506,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-80 (0 Flock 3P-80 0F4E),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,506,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-81 (0 Flock 3P-81 0F25),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,506,8.73E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-82 (0 Flock 3P-82 0F41),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,506,8.73E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-83 (0 Flock 3P-83 0F3F),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,507,9.46E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-84 (0 Flock 3P-84 0F42),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,506,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-85 (0 Flock 3P-85 0F1D),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,505,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-86 (0 Flock 3P-86 0F34),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,505,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-87  (0 Flock 3P-87 0F31),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,494,506,8.73E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-88 (0 Flock 3P-88 0F38),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,495,506,8.01E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove 3p-9 (0 Flock 3P-9 1021),NR (10/17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,496,506,7.28E-04,97.5,94.6,3,2/14/2017,2017,,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
Dove Pioneer (0F1C),NR (5/18),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,288,533,1.81E-02,82.9,92.7,3,1/21/2018,2018,,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron
Dove-3m-1 (0 Flock 3M-1 0F06),NR (3/18),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,499,524,1.82E-03,97.3,94.8,3,10/31/2017,2017,,"Planet Labs, Inc.",USA,Vandenberg AFB,Minotaur-C
Dove-3m-2 (0 Flock 3M-2 0F02),NR (3/18),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,500,520,1.45E-03,97.3,94.8,3,10/31/2017,2017,,"Planet Labs, Inc.",USA,Vandenberg AFB,Minotaur-C
Dove-3m-3 (0 Flock 3M-3 0F13),NR (3/18),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,0,499,523,1.74E-03,97.3,94.8,3,10/31/2017,2017,,"Planet Labs, Inc.",USA,Vandenberg AFB,Minotaur-C
"DRTS (Data Relay Test Satellite, Kodama)",Japan,Japan,National Space Development Agency,Government,Technology Development,GEO,90.77,35775,35799,2.85E-04,0.02,1436.12,2650,9/10/2002,2002,7,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A
"DSCS III-A3 (USA 167, DSCS III-A3) (Defense Satellite Communications System)",USA,USA,US Air Force,Military,Communications,GEO,60.01,35771,35802,3.68E-04,0.03,1436.12,1156,3/11/2003,2003,10,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Atlas 2A
"DSCS III-B6 (USA 170, DSCS III B-6) (Defense Satellite Communications System)",USA,USA,US Air Force,Military,Communications,GEO,-52.51,35760,35814,6.40E-04,0.05,1436.1,1156,8/29/2003,2003,10,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Delta 4
"DSCS III-F10 (USA 135, DSCS III B-13) (Defense Satellite Communications System)",USA,USA,US Air Force,Military,Communications,GEO,-130.05,35757,35817,7.12E-04,2.54,1436.1,1156,10/24/1997,1997,10,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Delta 4
"DSCS III-F11 (USA 148, DSCS III B-8) (Defense Satellite Communications System)",USA,USA,US Air Force,Military,Communications,GEO,-179.8,35706,35868,1.92E-03,0.01,1436.13,1156,1/1/2000,2000,10,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Atlas 2A
"DSCS III-F12 (USA 153, DSCS III B-11) (Defense Satellite Communications System)",USA,USA,US Air Force,Military,Communications,GEO,-12.15,35774,35799,2.97E-04,0.04,1436.12,1156,10/20/2000,2000,10,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Atlas 2A
"DSCS III-F9 (USA 113, DSCS III B-7) (Defense Satellite Communications System)",USA,USA,US Air Force,Military,Communications,GEO,-52.4,35784,35784,0.00E+00,0,1436.1,1156,7/31/1995,1995,10,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Atlas 2A
DSP 18 (USA 130) (Defense Support Program),USA,USA,US Air Force,Military,Earth Observation,GEO,0,35780,35800,2.37E-04,0.1,1436.27,2380,2/23/1997,1997,5,TRW and Aerojet Electronics Systems,USA,Cape Canaveral,Titan IVB
DSP 20 (USA 149) (Defense Support Program),USA,USA,US Air Force,Military,Earth Observation,GEO,-36.25,35897,35909,1.42E-04,4.08,142.08,2380,5/18/2000,2000,9,TRW and Aerojet Electronics Systems,USA,Cape Canaveral,Titan IVB
DSP 21 (USA 159) (Defense Support Program),USA,USA,US Air Force,Military,Earth Observation,GEO,69.48,35765,35810,5.34E-04,3.68,1436.14,2380,8/6/2001,2001,9,TRW and Aerojet Electronics Systems,USA,Cape Canaveral,Titan 4B
DSP 22 (USA 176) (Defense Support Program),USA,USA,US Air Force,Military,Earth Observation,GEO,103.84,35741,35832,1.08E-03,1.41,1436.12,2380,2/14/2004,2004,9,Northrup Grumman (formerly TRW),USA,Cape Canaveral,Titan 4B
DubaiSat-1,United Arab Emirates,United Arab Emirates,Emirates Institution for Advanced Science & Technology (EIAST),Government,Earth Observation,LEO,0,662,680,1.28E-03,98,98.2,200,7/29/2009,2009,5,Satrec Initiative,South Korea,Baikonur Cosmodrome,Dnepr
DubaiSat-2,United Arab Emirates,United Arab Emirates,Emirates Institution for Advanced Science & Technology (EIAST),Government,Earth Observation,LEO,0,585,603,1.29E-03,97.8,96.56,300,11/21/2013,2013,5,Satrec Initiative,South Korea,Dombarovsky Air Base,Dnepr
Duchifat-1,NR,Israel,Herzliya Science Centre (HSC),Civil,Communications,LEO,0,601,623,1.58E-03,97.97,96.93,1,6/19/2014,2014,,Herzliya Science Centre (HSC),Israel,Dombarovsky Air Base,Dnepr
DX-1 (Dauria Experimental 1),Russia,Russia,Dauria Aerospace,Commercial,Communications,LEO,0,626,636,7.14E-04,98.4,97.33,27,7/8/2014,2014,,Dauria Aerospace,Russia,Baikonur Cosmodrome,Soyuz-2.1b
"EAGLE (USA 284, Evolved Expendable Launch Vehicle (EELV) Secondary Payload Adapter (ESPA) Augmented Geosynchronous Laboratory Experiment satellite)",NR (5/18),USA,US Air Force,Military,Communications,GEO,-83.6,35556,35649,1.11E-03,0,1426.7,,4/14/2018,2018,,Orbital ATK,USA,Cape Canaveral,Atlas  5
"Eagle-1 (AMC-3, Americom 3, GE-3)",USA,USA,Global Eagle Entertainment,Commercial,Communications,GEO,-86.96,35777,35795,2.13E-04,0.02,1436.08,2845,9/4/1997,1997,15,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 2AS
EagleSat-1,NR (3/18),USA,Embry-Riddle Aeronautical University,Civil,Technology Development,LEO,0,454,817,2.59E-02,97.6,97.4,3,11/18/2017,2017,,Embry Riddle Aeronautical University,USA,Vandenberg AFB,Delta 2
Echostar 1 ,USA,Mexico,"QuetzSat, S. de R.L. de C.V. (leased from Echostar Technologies, LLC)",Commercial,Communications,GEO,77.15,35776,35795,2.25E-04,0.01,1436.07,3287,12/28/1995,1995,12,Lockheed Martin Astro Space,USA,Xichang Satellite Launch Center,Long March 2E
Echostar 10,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,-110.07,35780,35792,1.42E-04,0.06,1436,4333,2/15/2006,2006,15,Lockheed Martin Commercial Space Systems,USA,Sea Launch Odyssey,Zenit 3SL
Echostar 11,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,-109.97,35778,35793,1.78E-04,0.03,1436.1,5500,7/16/2008,2008,15,Space Systems/Loral,USA,Sea Launch Odyssey,Zenit 3SL
Echostar 12 (Rainbow-1) ,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,-61.63,35782,35791,1.07E-04,0.06,1436.11,4328,7/17/2003,2003,18,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 5
Echostar 14,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,-119,35785,35789,4.74E-05,0.05,1436.11,6384,3/20/2010,2010,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
Echostar 15,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,-61.5,35789,35803,1.66E-04,0.07,1436.57,5521,7/10/2010,2010,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
Echostar 16,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,-61.5,35776,35796,2.37E-04,0.05,1436.06,6658,11/20/2012,2012,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
Echostar 17,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,-107.1,35781,35794,1.54E-04,0.01,1436.13,6100,7/5/2012,2012,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
Echostar 18,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,-109.9,35692,35788,1.14E-03,0.08,1436.3,6300,6/19/2016,2016,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
